BRUKSDØGN;PRISOMRÅDE;VOLUM_KWH;ANTALL_ORGANISASJONER;ANTALL_MÅLEPUNKT
2025-03-22;NO4;907154,053;8;20
2025-03-22;NO5;39123,251;6;12
2025-03-23;NO1;2233829,071;28;81
2025-03-23;NO2;477960,439;13;27
2025-03-23;NO3;2728322,267;11;26
2025-03-23;NO4;906829,157;8;20
2025-03-23;NO5;37964,756;6;12
2025-03-24;NO1;2199510,602;28;81
2025-03-24;NO2;496491,293;13;27
2025-03-24;NO3;2737410,261;11;26
2025-03-24;NO4;905426,751;8;20
2025-03-24;NO5;38564,513;6;12
2025-03-25;NO1;2225069,649;28;81
2025-03-25;NO2;522418,202;13;27
2025-03-25;NO3;2741971,578;11;26
2025-03-25;NO4;905711,193;8;20
2025-03-25;NO5;39532,665;6;12
2025-03-26;NO1;2230728,161;28;81
2025-03-26;NO2;512430,411;13;27
2025-03-26;NO3;2749198,169;11;26
2025-03-26;NO4;907253,287;8;20
2025-03-26;NO5;40419,171;6;12
2025-03-27;NO1;2230619,511;28;81
2025-03-27;NO2;511246,864;13;27
2025-03-27;NO3;2732765,929;11;26
2025-03-27;NO4;911277,566;8;20
2025-03-27;NO5;39119,002;6;12
2025-03-28;NO1;2221109,472;28;81
2025-03-28;NO2;500792,828;13;27
2025-03-28;NO3;2749239,603;10;25
2025-03-28;NO4;910347,675;8;20
2025-03-28;NO5;38859,223;6;12
2025-03-29;NO1;2228287,141;28;81
2025-03-29;NO2;493131,569;13;27
2025-03-29;NO3;2731189,560;10;25
2025-03-29;NO4;910319,107;8;20
2025-03-29;NO5;39276,514;6;12
2025-03-30;NO1;2116750,070;28;81
2025-03-30;NO2;450914,179;13;27
2025-03-30;NO3;2614005,942;10;25
2025-03-30;NO4;870344,132;8;20
2025-03-30;NO5;37434,264;6;12
2025-03-31;NO1;2224901,507;28;81
2025-03-31;NO2;498116,834;13;27
2025-03-31;NO3;2739705,841;10;25
2025-03-31;NO4;953213,088;8;20
2025-03-31;NO5;39499,660;6;12
2025-04-01;NO1;2233750,441;28;81
2025-04-01;NO2;512683,139;13;27
2025-04-01;NO3;2754780,720;10;24
2025-04-01;NO4;978607,137;8;20
2025-04-01;NO5;39373,816;6;12
2025-04-02;NO1;2238612,934;28;81
2025-04-02;NO2;550998,671;13;27
2025-04-02;NO3;2748781,098;10;24
2025-04-02;NO4;977167,769;8;20
2025-04-02;NO5;38926,524;6;12
2025-04-03;NO1;2249641,394;28;81
2025-04-03;NO2;566609,374;13;27
2025-04-03;NO3;2737140,961;10;24
2025-04-03;NO4;976552,250;8;20
2025-04-03;NO5;38723,155;6;12
2025-04-04;NO1;2221294,503;28;81
2025-04-04;NO2;563388,361;13;27
2025-04-04;NO3;2750865,966;10;24
2025-04-04;NO4;977896,352;8;20
2025-04-04;NO5;38833,329;6;12
2025-04-05;NO1;2213996,837;28;81
2025-04-05;NO2;538964,980;13;27
2025-04-05;NO3;2740937,617;10;24
2025-04-05;NO4;976692,344;8;20
2025-04-05;NO5;38481,746;6;12
2025-04-06;NO1;2242248,953;28;81
2025-04-06;NO2;525405,184;13;27
2025-04-06;NO3;2307895,023;10;24
2025-04-06;NO4;976933,736;8;20
2025-04-06;NO5;38270,120;6;12
2025-04-07;NO1;2241581,380;28;81
2025-04-07;NO2;535775,684;13;27
2025-04-07;NO3;2286167,802;10;24
2025-04-07;NO4;975224,917;8;20
2025-04-07;NO5;38741,050;6;12
2025-04-08;NO1;1590953,196;28;81
2025-04-08;NO2;545319,610;13;27
2025-04-08;NO3;2286486,554;10;24
2025-04-08;NO4;975377,944;8;20
2025-04-08;NO5;38531,749;6;12
2025-04-09;NO1;1583624,523;28;81
2025-04-09;NO2;516711,568;13;27
2025-04-09;NO3;2283301,618;10;24
2025-04-09;NO4;976185,308;8;20
2025-04-09;NO5;38638,692;6;12
2025-04-10;NO1;1503004,118;28;81
2025-04-10;NO2;512855,564;13;27
2025-04-10;NO3;2285921,718;10;24
2025-04-10;NO4;979003,261;8;20
2025-04-10;NO5;38126,445;6;12
2025-04-11;NO1;2268563,043;28;81
2025-04-11;NO2;520100,872;13;27
2025-04-11;NO3;2237804,886;10;24
2025-04-11;NO4;978836,115;8;20
2025-04-11;NO5;37126,599;6;12
2025-04-12;NO1;2269299,364;28;81
2025-04-12;NO2;506711,408;13;27
2025-04-12;NO3;2249608,821;10;24
2025-04-12;NO4;979579,691;8;20
2025-04-12;NO5;36788,106;6;12
2025-04-13;NO1;2257229,513;28;81
2025-04-13;NO2;472643,253;13;27
2025-04-13;NO3;2262895,468;10;24
2025-04-13;NO4;979067,465;8;20
2025-04-13;NO5;36732,050;6;12
2025-04-14;NO1;2272912,455;28;81
2025-04-14;NO2;488875,066;13;27
2025-04-14;NO3;2270040,413;10;24
2025-04-14;NO4;977881,461;8;20
2025-04-14;NO5;36668,553;6;12
2025-04-15;NO1;2260820,826;28;81
2025-04-15;NO2;494019,775;13;27
2025-04-15;NO3;2316917,313;10;24
2025-04-15;NO4;978379,083;8;20
2025-04-15;NO5;36768,084;6;12
2025-04-16;NO1;2268968,939;28;81
2025-04-16;NO2;497807,968;13;27
2025-04-16;NO3;2402913,771;10;24
2025-04-16;NO4;980769,847;8;20
2025-04-16;NO5;36511,858;6;12
2025-04-17;NO1;2275144,101;28;81
2025-04-17;NO2;492731,236;13;27
2025-04-17;NO3;2483596,195;10;24
2025-04-17;NO4;971935,396;8;20
2025-04-17;NO5;36356,284;6;12
2025-04-18;NO1;2266665,473;28;81
2025-04-18;NO2;511352,591;13;27
2025-04-18;NO3;2464600,370;10;24
2025-04-18;NO4;973545,547;8;20
2025-04-18;NO5;36055,235;6;12
2025-04-19;NO1;2265068,766;28;81
2025-04-19;NO2;483373,095;13;27
2025-04-19;NO3;2374276,287;10;24
2025-04-19;NO4;972085,068;8;20
2025-04-19;NO5;35744,933;6;12
2025-04-20;NO1;2244807,250;28;81
2025-04-20;NO2;452264,800;13;27
2025-04-20;NO3;2411832,932;10;24
2025-04-20;NO4;969252,133;8;20
2025-04-20;NO5;35112,548;6;12
2025-04-21;NO1;2267409,409;28;81
2025-04-21;NO2;440016,575;13;27
2025-04-21;NO3;2503703,162;10;24
2025-04-21;NO4;969661,975;8;20
2025-04-21;NO5;35528,744;6;12
2025-04-22;NO1;2238778,218;28;81
2025-04-22;NO2;465952,978;13;27
2025-04-22;NO3;2482057,441;10;24
2025-04-22;NO4;968522,351;8;20
2025-04-22;NO5;36161,027;6;12
2025-04-23;NO1;2267178,068;28;81
2025-04-23;NO2;485152,260;13;27
2025-04-23;NO3;2584881,411;10;24
2025-04-23;NO4;968924,288;8;20
2025-04-23;NO5;35914,097;6;12
2025-04-24;NO1;2256038,293;28;81
2025-04-24;NO2;497126,650;13;27
2025-04-24;NO3;2767903,352;10;24
2025-04-24;NO4;939907,190;8;20
2025-04-24;NO5;35974,842;6;12
2025-04-25;NO1;2260131,787;28;81
2025-04-25;NO2;496655,254;13;27
2025-04-25;NO3;2877925,728;10;24
2025-04-25;NO4;716616,298;8;20
2025-04-25;NO5;31646,000;6;12
2025-04-26;NO1;2268281,093;28;81
2025-04-26;NO2;491361,757;13;27
2025-04-26;NO3;3168761,486;10;24
2025-04-26;NO4;803774,039;8;20
2025-04-26;NO5;31193,578;6;12
2025-04-27;NO1;2288969,165;28;81
2025-04-27;NO2;467766,188;13;27
2025-04-27;NO3;3166659,919;10;24
2025-04-27;NO4;977776,369;8;20
2025-04-27;NO5;31196,566;6;12
2025-04-28;NO1;2290587,909;28;81
2025-04-28;NO2;488764,281;13;27
2025-04-28;NO3;3172759,889;10;24
2025-04-28;NO4;979837,293;8;20
2025-04-28;NO5;31512,142;6;12
2025-04-29;NO1;2300294,548;28;81
2025-04-29;NO2;504849,642;13;27
2025-04-29;NO3;3323985,033;10;24
2025-04-29;NO4;980235,263;8;20
2025-04-29;NO5;31537,726;6;12
2025-04-30;NO1;2299479,271;28;81
2025-04-30;NO2;494705,840;13;27
2025-04-30;NO3;3316201,842;10;24
2025-04-30;NO4;895335,195;8;20
2025-04-30;NO5;31817,356;6;12
2025-05-01;NO1;2309337,343;28;81
2025-05-01;NO2;489219,559;13;27
2025-05-01;NO3;3323854,669;10;24
2025-05-01;NO4;969019,498;8;20
2025-05-01;NO5;31551,140;6;12
2025-05-02;NO1;2306980,288;28;81
2025-05-02;NO2;518043,995;13;27
2025-05-02;NO3;3317765,932;10;24
2025-05-02;NO4;968595,490;8;20
2025-05-02;NO5;31856,730;6;12
2025-05-03;NO1;2280872,851;28;81
2025-05-03;NO2;503504,022;13;27
2025-05-03;NO3;3292940,096;10;24
2025-05-03;NO4;969134,778;8;20
2025-05-03;NO5;31655,522;6;12
2025-05-04;NO1;2278241,861;28;81
2025-05-04;NO2;489860,929;13;27
2025-05-04;NO3;3267741,493;10;24
2025-05-04;NO4;971086,941;8;20
2025-05-04;NO5;31579,424;6;12
2025-05-05;NO1;2285644,034;28;81
2025-05-05;NO2;476753,717;13;27
2025-05-05;NO3;3278723,266;10;24
2025-05-05;NO4;969923,917;8;20
2025-05-05;NO5;31830,230;6;12
2025-05-06;NO1;2233848,727;28;81
2025-05-06;NO2;474385,375;13;27
2025-05-06;NO3;3273491,745;10;24
2025-05-06;NO4;943287,824;8;20
2025-05-06;NO5;31520,380;6;12
2025-05-07;NO1;2288734,226;28;81
2025-05-07;NO2;513559,084;13;27
2025-05-07;NO3;2771725,715;10;24
2025-05-07;NO4;920055,769;8;20
2025-05-07;NO5;31371,521;6;12
2025-05-08;NO1;2307698,207;28;81
2025-05-08;NO2;493092,431;13;27
2025-05-08;NO3;2839426,774;10;24
2025-05-08;NO4;935000,349;8;20
2025-05-08;NO5;30724,492;6;12
2025-05-09;NO1;2314906,418;28;81
2025-05-09;NO2;502150,903;13;27
2025-05-09;NO3;2939798,366;10;24
2025-05-09;NO4;946833,976;8;20
2025-05-09;NO5;30772,936;6;12
2025-05-10;NO1;2329199,195;28;81
2025-05-10;NO2;494606,878;13;27
2025-05-10;NO3;3221510,322;10;24
2025-05-10;NO4;963825,107;8;20
2025-05-10;NO5;30839,906;6;12
2025-05-11;NO1;2319442,215;28;81
2025-05-11;NO2;475342,406;13;27
2025-05-11;NO3;3361917,412;10;24
2025-05-11;NO4;964287,512;8;20
2025-05-11;NO5;30040,986;6;12
2025-05-12;NO1;2358357,218;28;81
2025-05-12;NO2;502632,318;13;27
2025-05-12;NO3;3289542,482;10;24
2025-05-12;NO4;962154,575;8;20
2025-05-12;NO5;30480,783;6;12
2025-05-13;NO1;2359466,519;28;81
2025-05-13;NO2;513262,708;13;27
2025-05-13;NO3;3360771,669;10;24
2025-05-13;NO4;961132,991;8;20
2025-05-13;NO5;30753,094;6;12
2025-05-14;NO1;2289399,634;28;81
2025-05-14;NO2;501223,952;13;27
2025-05-14;NO3;3374912,830;10;24
2025-05-14;NO4;963064,374;8;20
2025-05-14;NO5;34322,009;6;12
2025-05-15;NO1;2347998,826;28;81
2025-05-15;NO2;499350,493;13;27
2025-05-15;NO3;3385677,918;10;24
2025-05-15;NO4;964785,852;8;20
2025-05-15;NO5;36577,669;6;12
2025-05-16;NO1;2341999,814;28;81
2025-05-16;NO2;499514,339;13;27
2025-05-16;NO3;3383467,239;10;24
2025-05-16;NO4;965678,105;8;20
2025-05-16;NO5;34484,632;6;12
2025-05-17;NO1;2358595,768;29;82
2025-05-17;NO2;511439,537;13;27
2025-05-17;NO3;3387721,904;10;24
2025-05-17;NO4;967545,321;8;20
2025-05-17;NO5;33931,095;6;12
2025-05-18;NO1;2402602,443;28;81
2025-05-18;NO2;488279,095;13;27
2025-05-18;NO3;3373734,181;10;24
2025-05-18;NO4;968009,678;8;20
2025-05-18;NO5;33591,637;6;12
2025-05-19;NO1;2428419,478;28;81
2025-05-19;NO2;490103,810;13;27
2025-05-19;NO3;3347412,751;10;24
2025-05-19;NO4;964148,387;8;20
2025-05-19;NO5;33914,831;6;12
2025-05-20;NO1;2387658,891;28;81
2025-05-20;NO2;513021,684;13;27
2025-05-20;NO3;3392544,630;10;24
2025-05-20;NO4;966610,743;8;20
2025-05-20;NO5;33410,653;6;12
2025-05-21;NO1;2321880,872;28;81
2025-05-21;NO2;489210,007;13;27
2025-05-21;NO3;3391543,237;10;24
2025-05-21;NO4;966852,163;8;20
2025-05-21;NO5;32945,104;6;12
2025-05-22;NO1;2301210,196;28;81
2025-05-22;NO2;494128,337;13;27
2025-05-22;NO3;3412809,166;10;24
2025-05-22;NO4;970240,597;8;20
2025-05-22;NO5;33039,624;6;12
2025-05-23;NO1;2290118,606;28;81
2025-05-23;NO2;498700,179;13;27
2025-05-23;NO3;3413787,917;10;24
2025-05-23;NO4;974140,050;8;20
2025-05-23;NO5;32820,793;6;12
2025-05-24;NO1;2300120,769;28;81
2025-05-24;NO2;490319,404;13;27
2025-05-24;NO3;3425680,327;10;24
2025-05-24;NO4;972970,063;8;20
2025-05-24;NO5;32371,968;6;12
2025-05-25;NO1;2315465,901;28;81
2025-05-25;NO2;471098,039;13;27
2025-05-25;NO3;3417074,359;10;24
2025-05-25;NO4;975376,852;8;20
2025-05-25;NO5;32418,495;6;12
2025-05-26;NO1;2355321,701;28;81
2025-05-26;NO2;485482,939;13;27
2025-05-26;NO3;3416410,109;10;24
2025-05-26;NO4;969443,668;8;20
2025-05-26;NO5;32826,253;6;12
2025-05-27;NO1;2317484,200;28;81
2025-05-27;NO2;485862,652;13;27
2025-05-27;NO3;3452934,356;10;24
2025-05-27;NO4;975314,252;8;20
2025-05-27;NO5;32911,935;6;12
2025-05-28;NO1;2349795,145;28;81
2025-05-28;NO2;506943,497;13;27
2025-05-28;NO3;3354769,642;10;24
2025-05-28;NO4;976663,847;8;20
2025-05-28;NO5;34096,753;6;12
2025-05-29;NO1;2362865,855;28;81
2025-05-29;NO2;512013,389;13;27
2025-05-29;NO3;3487600,262;10;24
2025-05-29;NO4;980036,282;8;20
2025-05-29;NO5;34390,486;6;12
2025-05-30;NO1;2356365,482;28;81
2025-05-30;NO2;496784,021;13;27
2025-05-30;NO3;3483515,043;10;24
2025-05-30;NO4;980219,059;8;20
2025-05-30;NO5;34203,020;6;12
2025-05-31;NO1;2343697,792;28;81
2025-05-31;NO2;496426,801;12;26
2025-05-31;NO3;3468747,923;10;24
2025-05-31;NO4;975997,485;8;20
2025-05-31;NO5;33674,548;6;12
2025-06-01;NO1;2327963,663;27;76
2025-06-01;NO2;476570,006;12;26
2025-06-01;NO3;3459637,342;10;24
2025-06-01;NO4;983421,891;8;20
2025-06-01;NO5;33633,705;6;12
2025-06-02;NO1;2355147,767;27;76
2025-06-02;NO2;485091,838;12;26
2025-06-02;NO3;3462631,183;10;24
2025-06-02;NO4;947598,344;8;20
2025-06-02;NO5;34035,591;6;12
2025-06-03;NO1;2346427,650;27;76
2025-06-03;NO2;490546,775;12;26
2025-06-03;NO3;3473796,378;10;24
2025-06-03;NO4;950650,191;8;20
2025-06-03;NO5;34195,483;6;12
2025-06-04;NO1;2334031,774;27;76
2025-06-04;NO2;489591,533;12;26
2025-06-04;NO3;3482030,564;10;24
2025-06-04;NO4;991770,773;8;20
2025-06-04;NO5;33684,091;6;12
2025-06-05;NO1;2317633,942;27;76
2025-06-05;NO2;488460,088;12;26
2025-06-05;NO3;3487012,661;10;24
2025-06-05;NO4;991394,561;8;20
2025-06-05;NO5;33385,057;6;12
2025-06-06;NO1;2320322,566;28;77
2025-06-06;NO2;529755,739;12;26
2025-06-06;NO3;3479015,018;10;24
2025-06-06;NO4;990630,774;8;20
2025-06-06;NO5;31773,012;6;12
2025-06-07;NO1;2315471,599;28;77
2025-06-07;NO2;500670,648;12;26
2025-06-07;NO3;3458154,515;10;24
2025-06-07;NO4;986868,734;8;20
2025-06-07;NO5;30521,153;6;12
2025-06-08;NO1;2311311,376;28;77
2025-06-08;NO2;461020,908;12;26
2025-06-08;NO3;3454810,099;10;24
2025-06-08;NO4;988468,499;8;20
2025-06-08;NO5;31329,256;6;12
2025-06-09;NO1;2342589,206;28;77
2025-06-09;NO2;473433,550;12;26
2025-06-09;NO3;3442445,008;10;24
2025-06-09;NO4;986638,880;8;20
2025-06-09;NO5;32263,125;6;12
2025-06-10;NO1;2307155,893;28;77
2025-06-10;NO2;494280,099;12;26
2025-06-10;NO3;3444017,512;10;24
2025-06-10;NO4;989450,809;8;20
2025-06-10;NO5;28564,490;6;12
2025-06-11;NO1;2343308,992;28;77
2025-06-11;NO2;504516,523;12;26
2025-06-11;NO3;3446151,654;10;24
2025-06-11;NO4;989090,782;8;20
2025-06-11;NO5;30411,120;6;12
2025-06-12;NO1;2358677,527;28;77
2025-06-12;NO2;519101,330;12;26
2025-06-12;NO3;3466845,009;10;24
2025-06-12;NO4;991880,090;8;20
2025-06-12;NO5;37024,180;6;12
2025-06-13;NO1;2400346,705;28;77
2025-06-13;NO2;515034,319;12;26
2025-06-13;NO3;3463313,393;10;24
2025-06-13;NO4;993148,784;8;20
2025-06-13;NO5;56021,575;6;12
2025-06-14;NO1;2418534,072;28;77
2025-06-14;NO2;481035,863;12;26
2025-06-14;NO3;3433282,721;10;24
2025-06-14;NO4;987140,899;8;20
2025-06-14;NO5;53594,029;6;12
2025-06-15;NO1;2414372,366;28;77
2025-06-15;NO2;447928,373;12;26
2025-06-15;NO3;3427984,816;10;24
2025-06-15;NO4;995441,191;8;20
2025-06-15;NO5;54672,982;6;12
2025-06-16;NO1;2430907,074;28;77
2025-06-16;NO2;491078,063;12;26
2025-06-16;NO3;3435545,037;10;24
2025-06-16;NO4;985747,662;8;20
2025-06-16;NO5;55654,109;6;12
2025-06-17;NO1;2411356,871;28;77
2025-06-17;NO2;512809,117;12;26
2025-06-17;NO3;3441101,919;10;24
2025-06-17;NO4;961922,855;8;20
2025-06-17;NO5;56687,257;6;12
2025-06-18;NO1;1850079,632;28;77
2025-06-18;NO2;516766,371;12;26
2025-06-18;NO3;3464112,291;10;24
2025-06-18;NO4;979635,401;8;20
2025-06-18;NO5;57265,360;6;12
2025-06-19;NO1;2382705,753;28;77
2025-06-19;NO2;514475,474;12;26
2025-06-19;NO3;3466028,311;10;24
2025-06-19;NO4;980319,875;8;20
2025-06-19;NO5;60964,762;6;12
2025-06-20;NO1;2438157,683;28;77
2025-06-20;NO2;516528,767;12;26
2025-06-20;NO3;3453165,225;10;24
2025-06-20;NO4;981633,928;8;20
2025-06-20;NO5;67957,906;6;12
2025-06-21;NO1;2449841,126;28;77
2025-06-21;NO2;509911,107;12;26
2025-06-21;NO3;3444203,928;10;24
2025-06-21;NO4;981271,391;8;20
2025-06-21;NO5;70814,678;6;12
2025-06-22;NO1;2442463,679;28;77
2025-06-22;NO2;482578,217;12;26
2025-06-22;NO3;3444555,209;10;24
2025-06-22;NO4;988045,453;8;20
2025-06-22;NO5;70069,894;6;12
2025-06-23;NO1;2431945,250;28;77
2025-06-23;NO2;487310,479;12;26
2025-06-23;NO3;3427587,728;10;24
2025-06-23;NO4;987514,463;8;20
2025-06-23;NO5;70610,739;6;12
2025-06-24;NO1;2429368,110;28;77
2025-06-24;NO2;499195,960;12;26
2025-06-24;NO3;3456111,526;10;24
2025-06-24;NO4;983671,916;8;20
2025-06-24;NO5;72888,418;6;12
2025-06-25;NO1;2463621,455;28;77
2025-06-25;NO2;520476,432;12;26
2025-06-25;NO3;3458248,935;10;24
2025-06-25;NO4;980867,006;8;20
2025-06-25;NO5;72694,692;6;12
2025-06-26;NO1;2452792,698;28;77
2025-06-26;NO2;534682,671;12;26
2025-06-26;NO3;3497304,295;10;24
2025-06-26;NO4;986138,854;8;20
2025-06-26;NO5;72161,370;6;12
2025-06-27;NO1;2451480,511;28;77
2025-06-27;NO2;524734,871;12;26
2025-06-27;NO3;3490825,456;10;24
2025-06-27;NO4;987173,280;8;20
2025-06-27;NO5;72435,292;6;12
2025-06-28;NO1;2440722,958;28;77
2025-06-28;NO2;514599,712;12;26
2025-06-28;NO3;3501293,592;10;24
2025-06-28;NO4;984579,690;8;20
2025-06-28;NO5;72188,443;6;12
2025-06-29;NO1;2350896,812;28;77
2025-06-29;NO2;491764,554;12;26
2025-06-29;NO3;3428346,010;10;24
2025-06-29;NO4;983387,937;8;20
2025-06-29;NO5;71943,721;6;12
2025-06-30;NO1;2466349,686;28;77
2025-06-30;NO2;508350,509;12;26
2025-06-30;NO3;3503137,427;10;24
2025-06-30;NO4;983618,740;8;20
2025-06-30;NO5;72699,254;6;12
2025-07-01;NO1;2468991,244;28;77
2025-07-01;NO2;513026,029;12;26
2025-07-01;NO3;3547726,700;10;24
2025-07-01;NO4;984898,302;8;20
2025-07-01;NO5;73467,448;6;12
2025-07-02;NO1;2466880,424;28;77
2025-07-02;NO2;517953,499;12;26
2025-07-02;NO3;3530697,444;10;24
2025-07-02;NO4;992798,225;8;20
2025-07-02;NO5;73530,133;6;12
2025-07-03;NO1;2441167,064;28;77
2025-07-03;NO2;511923,564;12;26
2025-07-03;NO3;3545176,588;10;24
2025-07-03;NO4;996299,102;8;20
2025-07-03;NO5;69481,098;6;12
2025-07-04;NO1;2440771,406;28;77
2025-07-04;NO2;516095,216;12;26
2025-07-04;NO3;3550126,999;10;24
2025-07-04;NO4;997619,572;8;20
2025-07-04;NO5;74045,154;6;12
2025-07-05;NO1;2424209,804;28;77
2025-07-05;NO2;506505,424;12;26
2025-07-05;NO3;3545710,297;10;24
2025-07-05;NO4;1002446,565;8;20
2025-07-05;NO5;74535,122;6;12
2025-07-06;NO1;2451147,014;28;77
2025-07-06;NO2;484289,133;12;26
2025-07-06;NO3;3522851,695;10;24
2025-07-06;NO4;998300,293;8;20
2025-07-06;NO5;74298,901;6;12
2025-07-07;NO1;2454793,820;28;77
2025-07-07;NO2;506575,366;12;26
2025-07-07;NO3;3516281,363;10;24
2025-07-07;NO4;993461,167;8;20
2025-07-07;NO5;73936,542;6;12
2025-07-08;NO1;2474335,136;28;77
2025-07-08;NO2;538906,087;12;26
2025-07-08;NO3;3511598,983;10;24
2025-07-08;NO4;985411,049;8;20
2025-07-08;NO5;73872,152;6;12
2025-07-09;NO1;2476402,887;28;77
2025-07-09;NO2;534526,008;12;26
2025-07-09;NO3;3545409,062;10;24
2025-07-09;NO4;990149,114;8;20
2025-07-09;NO5;68441,998;6;12
2025-07-10;NO1;2483551,649;28;77
2025-07-10;NO2;552572,122;12;26
2025-07-10;NO3;3556741,528;10;24
2025-07-10;NO4;990825,390;8;20
2025-07-10;NO5;60619,497;6;12
2025-07-11;NO1;2512150,888;28;77
2025-07-11;NO2;552596,636;12;26
2025-07-11;NO3;3493741,400;10;24
2025-07-11;NO4;991470,030;8;20
2025-07-11;NO5;55309,213;6;12
2025-07-12;NO1;2541103,210;28;77
2025-07-12;NO2;528301,288;12;26
2025-07-12;NO3;3571410,896;10;24
2025-07-12;NO4;976010,236;8;20
2025-07-12;NO5;53455,281;6;12
2025-07-13;NO1;2502229,283;28;77
2025-07-13;NO2;491526,233;12;26
2025-07-13;NO3;3536463,645;10;24
2025-07-13;NO4;934474,091;8;20
2025-07-13;NO5;54257,814;6;12
2025-07-14;NO1;2512382,490;28;77
2025-07-14;NO2;503187,084;12;26
2025-07-14;NO3;3559857,214;10;24
2025-07-14;NO4;923758,900;8;20
2025-07-14;NO5;54557,621;6;12
2025-07-15;NO1;2517868,266;28;77
2025-07-15;NO2;530799,166;12;26
2025-07-15;NO3;3443535,040;10;24
2025-07-15;NO4;905210,577;8;20
2025-07-15;NO5;57045,814;6;12
2025-07-16;NO1;2534940,377;28;77
2025-07-16;NO2;524952,330;12;26
2025-07-16;NO3;3537147,148;10;24
2025-07-16;NO4;898761,730;8;20
2025-07-16;NO5;57087,003;6;12
2025-07-17;NO1;2552463,837;28;77
2025-07-17;NO2;530343,570;12;26
2025-07-17;NO3;3493015,030;10;24
2025-07-17;NO4;910030,499;8;20
2025-07-17;NO5;55499,768;6;12
2025-07-18;NO1;2530740,031;28;77
2025-07-18;NO2;527961,847;12;26
2025-07-18;NO3;3460208,892;10;24
2025-07-18;NO4;918913,353;8;20
2025-07-18;NO5;55451,609;6;12
2025-07-19;NO1;2518417,906;28;77
2025-07-19;NO2;540849,369;12;26
2025-07-19;NO3;3489725,866;10;24
2025-07-19;NO4;918856,781;8;20
2025-07-19;NO5;55301,593;6;12
2025-07-20;NO1;2522029,609;28;77
2025-07-20;NO2;495633,762;12;26
2025-07-20;NO3;3468900,147;10;24
2025-07-20;NO4;939206,172;8;20
2025-07-20;NO5;55043,253;6;12
2025-07-21;NO1;2535025,131;28;77
2025-07-21;NO2;498913,730;12;26
2025-07-21;NO3;3461614,193;10;24
2025-07-21;NO4;919988,893;8;20
2025-07-21;NO5;54251,293;6;12
2025-07-22;NO1;2552457,196;28;77
2025-07-22;NO2;520636,701;12;26
2025-07-22;NO3;3553412,406;10;24
2025-07-22;NO4;882920,274;8;20
2025-07-22;NO5;54160,445;6;12
2025-07-23;NO1;2537889,632;28;77
2025-07-23;NO2;525524,765;12;26
2025-07-23;NO3;3612766,222;10;24
2025-07-23;NO4;925757,273;8;20
2025-07-23;NO5;53183,381;6;12
2025-07-24;NO1;2526593,484;28;77
2025-07-24;NO2;535418,156;12;26
2025-07-24;NO3;3616320,707;10;24
2025-07-24;NO4;928882,434;8;20
2025-07-24;NO5;53829,575;6;12
2025-07-25;NO1;2547565,925;28;77
2025-07-25;NO2;552416,414;12;26
2025-07-25;NO3;3680426,586;10;24
2025-07-25;NO4;980928,857;8;20
2025-07-25;NO5;57355,578;6;12
2025-07-26;NO1;2524331,840;28;77
2025-07-26;NO2;539988,237;12;26
2025-07-26;NO3;3663186,585;10;24
2025-07-26;NO4;981175,719;8;20
2025-07-26;NO5;58211,987;6;12
2025-07-27;NO1;2496311,908;28;77
2025-07-27;NO2;526167,993;12;26
2025-07-27;NO3;3627746,185;10;24
2025-07-27;NO4;974973,918;8;20
2025-07-27;NO5;58292,506;6;12
2025-07-28;NO1;2507626,190;28;77
2025-07-28;NO2;541340,522;12;26
2025-07-28;NO3;3675724,826;10;24
2025-07-28;NO4;966609,619;8;20
2025-07-28;NO5;59399,751;6;12
2025-07-29;NO1;2491108,776;28;77
2025-07-29;NO2;557124,745;12;26
2025-07-29;NO3;3781733,241;10;24
2025-07-29;NO4;964836,908;8;20
2025-07-29;NO5;57469,747;6;12
2025-07-30;NO1;2495332,689;28;77
2025-07-30;NO2;564841,072;12;26
2025-07-30;NO3;3880925,456;10;24
2025-07-30;NO4;967917,783;8;20
2025-07-30;NO5;59201,475;6;12
2025-07-31;NO1;2477849,335;28;77
2025-07-31;NO2;593881,732;12;26
2025-07-31;NO3;3835694,592;10;24
2025-07-31;NO4;971446,261;8;20
2025-07-31;NO5;58855,760;6;12
2025-08-01;NO1;2498414,934;28;76
2025-08-01;NO2;593465,807;12;26
2025-08-01;NO3;3803906,350;10;24
2025-08-01;NO4;969806,578;8;20
2025-08-01;NO5;58937,613;6;12
2025-08-02;NO1;2485335,856;28;76
2025-08-02;NO2;578821,808;12;26
2025-08-02;NO3;3838772,116;10;24
2025-08-02;NO4;958722,306;8;20
2025-08-02;NO5;57918,299;6;12
2025-08-03;NO1;2480176,966;28;76
2025-08-03;NO2;570837,582;12;26
2025-08-03;NO3;3839963,136;10;24
2025-08-03;NO4;959357,022;8;20
2025-08-03;NO5;57217,929;6;12
2025-08-04;NO1;2495149,729;28;76
2025-08-04;NO2;586100,899;12;26
2025-08-04;NO3;3845822,186;10;24
2025-08-04;NO4;960017,756;8;20
2025-08-04;NO5;59479,781;6;12
2025-08-05;NO1;2471068,914;28;76
2025-08-05;NO2;587779,332;12;26
2025-08-05;NO3;3970500,112;10;24
2025-08-05;NO4;956950,657;8;20
2025-08-05;NO5;60038,152;6;12
2025-08-06;NO1;2486303,953;28;76
